Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
b4e48bfa-482c-3916-727f-dfcb5e8615b3,1957-07-20,,999-74-9610,S99911956,X58071010X,Mr.,Rickey821,O'Hara248,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,556 Conroy Forge Apt 88,Framingham,Massachusetts,Middlesex County,,42.265049484126415,-71.45353539078494,1379803.62,12003.489999999998
c07ef06c-9f2d-f8b8-686a-621a64c7cbc5,1913-05-25,1957-05-24,999-99-9381,S99994423,X25792172X,Mrs.,Elois418,Farrell962,,Satterfield305,M,asian,nonhispanic,F,Brockton  Massachusetts  US,567 Effertz Heights,Concord,Massachusetts,Middlesex County,,42.484529111067424,-71.32614814143137,943808.18,15047.779999999999
04f58903-2d7b-8012-35ae-84d2112431fc,1961-04-04,,999-30-4825,S99915028,X21268009X,Mrs.,Kelley882,Borer986,,Waters156,M,white,nonhispanic,F,Taunton  Massachusetts  US,985 Brekke Viaduct,Princeton,Massachusetts,Worcester County,,42.44430017314923,-71.92605566314614,1154432.6,14436.609999999997
9dc042be-0b67-bacf-ba62-48c8f544b992,1979-05-09,,999-17-7076,S99963122,X76839316X,Mr.,Carter549,Ortiz186,,,M,white,nonhispanic,M,Lexington  Massachusetts  US,903 Wisozk Lock,Peabody,Massachusetts,Essex County,,42.57709388241391,-70.99361061465218,1102393.36,2870.6
37d107db-27bc-035e-77fc-9afcf8490e99,1937-06-01,,999-28-7337,S99960191,X13098700X,Mrs.,Arianna984,Conn188,,Senger904,M,asian,nonhispanic,F,Belchertown  Massachusetts  US,537 Keebler Port,Gardner,Massachusetts,Worcester County,01440,42.578917965453215,-72.01489095533067,345353.7,83755.29
4659e679-9fe6-674f-0653-a355399d5cac,1997-06-17,,999-52-5156,S99960635,X56876625X,Mr.,Mohammad578,Smitham825,,,,white,nonhispanic,M,Winthrop  Massachusetts  US,268 Weimann Overpass Apt 13,Sudbury,Massachusetts,Middlesex County,,42.417230441818866,-71.4154370008914,538950.42,3830.5199999999995
0377bdac-9869-03c7-21cc-32df72a8876e,1940-09-04,,999-92-4942,S99957223,X26307112X,Mr.,Jonathan639,Goldner995,,,M,white,nonhispanic,M,Boston  Massachusetts  US,462 Auer Highlands Apt 70,Plympton,Massachusetts,Plymouth County,,41.945819522923195,-70.85189967030136,1389160.2,11948.949999999999
deb116c3-9f1d-2773-f2e5-b822c0fbf86f,1939-05-28,2010-09-08,999-23-2548,S99950958,X29957775X,Mr.,Wally311,Murray856,,,M,white,nonhispanic,M,Foxborough  Massachusetts  US,101 Osinski Trail Apt 70,Lowell,Massachusetts,Middlesex County,,42.60699565393168,-71.28509825743042,1689525.85,353598.73000000016
06597ca1-b5d9-b74a-a162-5a38a498d7b4,1968-03-01,,999-83-9408,S99996198,X44790431X,Mrs.,Bridgette172,Breitenberg711,,Parisian75,M,white,nonhispanic,F,Milford  Massachusetts  US,674 Kassulke Estate,Avon,Massachusetts,Norfolk County,,42.1686880406974,-71.07119981253585,1221955.33,10567.329999999998
fc127ce3-bf00-4969-51fb-78fac076f4a8,1991-05-13,2007-09-16,999-78-6980,S99991843,,,Grace552,MacGyver246,,,,white,nonhispanic,F,Belchertown  Massachusetts  US,569 Lesch Gardens,Boston,Massachusetts,Suffolk County,02132,42.404714734471234,-71.02745640959935,396018.9,2118.9599999999996
6bb37c81-64e2-7235-3cc7-6c0f775fba28,1941-04-29,,999-98-5266,S99919659,X67631280X,Mr.,Roderick835,Walsh511,,,M,white,nonhispanic,M,Franklin  Massachusetts  US,572 Hansen Hollow,Norwood,Massachusetts,Norfolk County,02062,42.15638573883902,-71.19169962456449,1467691.08,36797.52
9f0699b5-4526-b8f9-8086-1cc2d439afdf,1946-09-20,2020-03-18,999-22-8948,S99981920,X66023766X,Mr.,Agustín529,Haro814,,,M,white,hispanic,M,Buenos Aires  Ciudad de Buenos Aires  AR,1055 Kerluke Arcade,Revere,Massachusetts,Suffolk County,,42.380569214969675,-70.96390956149614,1779544.7200000002,11249.38
2d8e32cf-16a4-1aaa-02a8-a0b6ddcdeb2e,1938-03-20,,999-22-8639,S99974910,X79804397X,Mrs.,Dorethea38,Howe413,,Powlowski563,M,white,nonhispanic,F,Boston  Massachusetts  US,1007 Eichmann Crossing,Bedford,Massachusetts,Middlesex County,01730,42.50892889885088,-71.25949024691676,100828.01,15388.619999999999
136372e8-5c7d-fa3e-7571-0cbe48f790c8,1956-06-16,,999-58-9313,S99999407,X87110497X,Mr.,Quinton758,Parker433,,,M,white,nonhispanic,M,Freetown  Massachusetts  US,982 Hahn Way,Millis,Massachusetts,Norfolk County,,42.20677816848209,-71.31525113371094,199624.27,8248.67
5f0a9008-e9b4-fd5e-0e0d-9fe5e77c3103,1991-05-13,,999-75-4050,S99925437,X21925673X,Mrs.,Daisy746,Ankunding277,,Crona259,M,white,nonhispanic,F,Boston  Massachusetts  US,397 Robel Drive Unit 95,Boston,Massachusetts,Suffolk County,02135,42.356319204238986,-70.99094490689365,699755.42,5754.69
d1df751d-6122-07fe-6cc6-00da0f3e314d,1974-01-02,,999-70-3676,S99996346,X83453386X,Mrs.,Maura912,Windler79,,Ernser583,M,white,nonhispanic,F,Rockport  Massachusetts  US,252 Hirthe Approach,Cambridge,Massachusetts,Middlesex County,,42.42530206775426,-71.11284404489378,151629.58,16261.459999999997
d623c542-9b3b-0275-9a72-5202c039c244,1913-05-25,2020-03-11,999-35-3888,S99957877,X57504007X,Ms.,Niki25,Skiles927,,,S,asian,nonhispanic,F,Boston  Massachusetts  US,1089 Halvorson Rue Apt 33,Concord,Massachusetts,Middlesex County,,42.47870641518826,-71.33274007744734,1500004.72,44362.219999999994
9912eb65-09b5-917e-4ca9-a067af9dd7e7,1939-05-28,2002-10-22,999-47-3102,S99952578,X71756515X,Mr.,Emerson869,Shanahan202,,,S,white,nonhispanic,M,Somerville  Massachusetts  US,470 Bechtelar Alley,Lowell,Massachusetts,Middlesex County,01854,42.63989196238163,-71.27920535393682,1311070.46,4670.2
fed7f6a1-7017-d794-0380-e10505794764,1990-11-03,,999-27-8750,S99976673,X64136495X,Mr.,Florentino8,Homenick806,,,M,white,nonhispanic,M,Boston  Massachusetts  US,311 McClure Viaduct,Boston,Massachusetts,Suffolk County,02119,42.32572753384747,-71.04623558481217,758690.72,3273.0499999999997
aa8c13ec-6e09-29a4-6126-6564a6693617,2012-11-01,,999-69-3437,,,,Alisia5,Kuvalis369,,,,white,nonhispanic,F,Brockton  Massachusetts  US,430 Medhurst Heights Suite 84,Plymouth,Massachusetts,Plymouth County,,41.87483257811423,-70.63468892088504,183097.63,2421.52
31665e80-628a-c2c3-6dc6-9755eaa4297b,1939-05-28,1947-07-20,999-47-5069,,,,Malik994,Hermann103,,,,white,nonhispanic,M,Northborough  Massachusetts  US,846 Bailey Forge,Lowell,Massachusetts,Middlesex County,,42.6805883262864,-71.35256243842659,178390.91,1605.7799999999997
6a076dc9-7857-0d53-279d-71eeea89a2c0,1992-08-07,,999-35-5919,S99986126,X2118447X,Ms.,Rae910,Klein929,,,S,white,nonhispanic,F,Fall River  Massachusetts  US,322 Schuppe Gardens Apt 80,Wellesley,Massachusetts,Norfolk County,02492,42.29941555484804,-71.28778986811717,673765.01,3876.3199999999997
ad11dc54-1351-07af-c542-e265a94c7475,1969-11-26,,999-15-7477,S99966621,X84515386X,Ms.,Laurinda852,Dickens475,,,S,white,nonhispanic,F,Saugus  Massachusetts  US,592 Jacobs Skyway Unit 40,Brookline,Massachusetts,Norfolk County,02467,42.35356963534224,-71.10374808722224,1097895.83,12842.509999999998
c423a83e-70d4-86cd-05c7-2973dc7c96b9,2009-08-24,,999-90-1875,,,,Arlen68,Schuster709,,,,white,nonhispanic,M,Chelsea  Massachusetts  US,1039 Murazik Pathway Suite 55,Lynn,Massachusetts,Essex County,01906,42.43718910010737,-71.02335996400235,256854.8,2760.68
4e0b5150-88c0-6b86-7668-ad2cce53127e,1946-09-20,,999-14-6860,S99948434,X3281085X,Mr.,Pablo44,Gonzales379,,,M,white,hispanic,M,San Jose  San Jose  CR,1024 Schneider Key,Revere,Massachusetts,Suffolk County,,42.45601874380949,-70.98297304956401,1769964.87,8961.52
23915b31-244a-ca6e-fdf7-4791d314dfd1,1995-07-02,,999-78-8371,S99914504,X72891466X,Mr.,Chet188,Volkman526,,,,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,414 Balistreri Throughway,Weston,Massachusetts,Middlesex County,,42.380665234883665,-71.27240266536771,521432.04000000004,3559.68
414f47da-4a97-9083-3406-3e675885ff26,2000-08-02,,999-59-7625,S99960799,X42425243X,Ms.,Maurine401,Feil794,,,,white,nonhispanic,F,Easthampton  Massachusetts  US,629 Schuppe Annex Suite 70,Winthrop,Massachusetts,Suffolk County,02128,42.372382579973205,-70.97510847142583,416393.73,2791.44
4f8eb96d-0210-9058-c1d2-23d6fdd72029,1966-05-15,,999-84-2179,S99917962,X24415857X,Mrs.,Tari300,Mills423,,Cummerata161,M,white,nonhispanic,F,Lincoln  Massachusetts  US,474 Hegmann Vista Apt 22,Winchester,Massachusetts,Middlesex County,,42.41867207636973,-71.17460901276037,1124842.36,5224.4
19674d48-cf00-60a3-3fb2-33685a4fe2e0,1999-10-16,,999-71-9168,S99986303,X44705834X,Mr.,Cristobal567,Solorzano931,,,,white,hispanic,M,Tegucigalpa  Francisco Morazán  HN,124 Bosco Approach Unit 88,Middleton,Massachusetts,Essex County,,42.56434749726699,-71.04225295878578,532892.84,3200.6
15593fc0-5391-ff41-373c-7677484e4100,1939-05-28,,999-55-4096,S99949542,X65905819X,Mr.,Leon728,Lang846,,,S,white,nonhispanic,M,New Bedford  Massachusetts  US,451 Metz Tunnel Suite 94,Lowell,Massachusetts,Middlesex County,01854,42.60623023919016,-71.3143810345633,1777073.49,8695.64
c829b2f1-a565-9a8f-1592-51bc8822aa0c,1957-06-26,,999-74-7470,S99928420,X78922544X,Mr.,Jules135,Steuber698,,,S,white,nonhispanic,M,Northampton  Massachusetts  US,644 Mayert Hollow,Quincy,Massachusetts,Norfolk County,02186,42.23508305681419,-71.04308109690471,1298540.99,5249.44
5211454d-b76a-2421-5c59-2db322743a3a,1947-06-17,2014-10-14,999-70-4726,S99993889,X16338938X,Mr.,Brock407,Hilpert278,,,M,white,nonhispanic,M,Westminster  Massachusetts  US,767 Fay Dam,Yarmouth,Massachusetts,Barnstable County,,41.633373236852414,-70.18168692775673,1608860.86,8572.25
a2014b16-a4b0-1db9-2579-48d3989e3757,1974-06-14,,999-57-1866,S99949935,X53828327X,Mr.,Lindsay928,Kihn564,,,M,white,nonhispanic,M,Sharon  Massachusetts  US,687 O'Kon Forge Apt 73,Weymouth,Massachusetts,Norfolk County,02189,42.1605481919663,-70.92376835157347,1189941.6,6718.599999999999
51cadee3-3359-0fc6-a42c-60584141009a,1953-04-07,1961-05-30,999-32-4028,,,,Tashia814,Windler79,,,,white,nonhispanic,F,Marlborough  Massachusetts  US,197 Lockman Wall,Hingham,Massachusetts,Plymouth County,02043,42.18525971128056,-70.88934181675954,219165.52,1260.7199999999998
cbcc87d5-681f-60d1-13a5-91628cc8fb40,1974-06-24,,999-23-2549,S99943098,X72144331X,Mr.,Gustavo235,Cummings51,,,M,white,nonhispanic,M,Dartmouth  Massachusetts  US,417 Wiegand Fork,New Bedford,Massachusetts,Bristol County,02740,41.56589411793241,-70.88985076371056,1115249.64,3790.4799999999996
dd86b8f4-b7c7-c1a9-bac8-6c17fe0f70a3,1913-05-25,2020-03-14,999-95-8116,S99963661,X52371916X,Mrs.,Ardell826,Pacocha935,,Nolan344,M,asian,nonhispanic,F,Leominster  Massachusetts  US,1033 Reichel Wall,Concord,Massachusetts,Middlesex County,,42.434687735557866,-71.37169034507268,1661263.4400000002,53538.76
5ecbeb8e-7c13-c2a6-39e9-957d50f67212,1985-06-11,,999-11-5080,S99936986,X3641910X,Mrs.,Shauna908,Haley279,,Ebert178,M,white,nonhispanic,F,Boston  Massachusetts  US,128 Green Highlands,Wakefield,Massachusetts,Middlesex County,,42.547621846196996,-71.040465559418,678073.21,10387.879999999997
e20d356e-5af6-a48d-465d-b3b90be786c0,1950-05-02,,999-23-5018,S99966051,X56657865X,Ms.,Zula72,Krajcik437,,,S,white,nonhispanic,F,Boston  Massachusetts  US,644 Hammes Promenade Apt 7,Worcester,Massachusetts,Worcester County,01608,42.41656646748514,-71.78898673293102,1411659.76,11422.209999999997
3fb133bd-32ec-1b4d-1fc3-885d8c45beac,1947-07-07,,999-19-9847,S99917616,X72986422X,Mr.,Alejandro916,Zaragoza109,,,M,white,hispanic,M,Mexico City  Mexico City  MX,773 Conroy Center Apt 85,South Hadley,Massachusetts,Hampshire County,,42.27234797273122,-72.53627727450898,1576316.37,28760.35
ed4fe668-a66b-6cb8-2ca4-51a15c9dfa8c,1947-06-17,,999-75-7558,S99923338,X17051827X,Mr.,Jon665,Pollich983,,,M,white,nonhispanic,M,Leominster  Massachusetts  US,550 Barrows Ferry Unit 30,Yarmouth,Massachusetts,Barnstable County,,41.69710554779915,-70.17632947080575,1375036.3900000001,9680.4
6890adea-7b7b-f156-6b38-8a294d161901,1998-10-31,2020-03-29,999-93-6170,S99995386,X3686578X,Ms.,Adah626,West559,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,568 Schamberger Manor Suite 54,Agawam,Massachusetts,Hampden County,,42.02012381102764,-72.64753320924439,445678.54000000004,3627.16
91e8caa0-be6a-151f-1374-38077b5f36be,2003-06-12,,999-22-6753,S99960424,,,Dominga527,Abbott774,,,,white,nonhispanic,F,Southbridge  Massachusetts  US,236 Gislason Trailer,Pittsfield,Massachusetts,Berkshire County,,42.497860601702826,-73.31745142521986,5319.79,0.0
d72d4297-9ab9-d9a0-da6d-476088563047,1990-03-31,,999-63-2928,S99935936,X71952669X,Mr.,Edgar153,Mante251,,,M,black,nonhispanic,M,Cambridge  Massachusetts  US,723 Morar Crossroad,Lowell,Massachusetts,Middlesex County,01854,42.58546234391098,-71.29028853768533,93510.11,2909.7599999999998
97b26d95-3d54-f8f9-7bf0-970f3c090db4,1953-04-07,,999-21-3902,S99993931,X4995117X,Mrs.,Danita413,Leuschke194,,Hills818,M,white,nonhispanic,F,Newton  Massachusetts  US,905 Johnston Trailer Suite 29,Hingham,Massachusetts,Plymouth County,,42.19724990869154,-70.86979921536972,1430422.9300000002,26993.17
38a6d013-3108-ebe7-83f0-41d974195805,1998-10-31,,999-30-3203,S99911214,X79244113X,Ms.,Emerald468,Runolfsdottir785,,,,white,nonhispanic,F,Webster  Massachusetts  US,138 Bradtke Corner,Agawam,Massachusetts,Hampden County,,42.04806859516235,-72.672232443179,532375.41,3540.5599999999995
1363e84b-6e79-2d5d-5f24-3b36a6c24d88,1963-03-24,,999-85-9841,S99933258,X873021X,Mr.,Brian582,Williamson769,,,M,white,nonhispanic,M,Revere  Massachusetts  US,1011 Simonis Rue Suite 72,Templeton,Massachusetts,Worcester County,,42.54539828824645,-72.06224127604649,1553708.1400000001,5590.4
86f7ae6c-7684-5bf3-533f-f879b728beb2,1943-10-30,2002-12-22,999-40-3227,S99992333,X27497958X,Mr.,Renaldo199,Roberts511,,,M,white,nonhispanic,M,Boston  Massachusetts  US,411 Konopelski Crossing,Fitchburg,Massachusetts,Worcester County,,42.56405471949805,-71.78504477399987,182649.46,5809.44
b354f8eb-8037-00ff-78f8-c3a1f50b4197,2009-03-29,,999-93-1264,,,,Jorge203,Rosales49,,,,white,hispanic,M,La Paz  Baja California  MX,149 Haag Bay Unit 39,Waltham,Massachusetts,Middlesex County,02472,42.37414896601651,-71.23412712602105,250743.15,2962.3199999999997
df99a690-dcab-5200-e363-6f2d82ef2882,1978-04-26,,999-51-3368,S99911970,X82462134X,Mrs.,Lavona767,Gerlach374,,Konopelski743,M,black,nonhispanic,F,Belmont  Massachusetts  US,431 Buckridge Heights,Springfield,Massachusetts,Hampden County,01104,42.05251141827853,-72.50471894247002,871886.1,7322.5199999999995
a19e2827-5ed3-abd8-1d65-46f535dc0452,1980-10-31,,999-64-2868,S99957902,X58934074X,Mr.,Carlos172,Kub800,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,366 Wyman Wynd,Weymouth,Massachusetts,Norfolk County,02191,42.19166327424308,-70.96629505661821,123128.35,4172.96
46b12546-2489-8f96-d7f8-bad0a21fbd3d,1999-11-13,,999-57-4147,S99964918,X51452429X,Ms.,Virgil85,Littel644,,,,black,hispanic,F,Abington  Massachusetts  US,592 Marks Bypass,Sudbury,Massachusetts,Middlesex County,,42.4245976827958,-71.37805450124023,455764.25,3589.1299999999997
a1781817-30ea-b558-a650-ae0b143374af,1977-06-21,,999-80-3381,S99957345,X89102888X,Mrs.,Lynetta635,Bode78,,Kris249,M,white,hispanic,F,Somerville  Massachusetts  US,909 Kozey Drive Unit 32,Weymouth,Massachusetts,Norfolk County,02191,42.15861990587802,-70.94251399557126,943337.37,14011.269999999999
db547b6c-c164-8447-ff92-b51cbbd0ab59,1975-12-31,,999-59-7193,S99950247,X31450181X,Mrs.,Yolanda648,Bustos920,,Aponte375,M,asian,hispanic,F,Marigot  Saint Andrew Parish  DM,347 Heller Heights Apt 10,Springfield,Massachusetts,Hampden County,01109,42.142033441407776,-72.49247497264174,943022.05,13001.729999999998
2d40c008-4e65-9d60-6927-e0cd2aa1e1b2,1941-01-13,2006-10-09,999-99-5065,S99921083,X41556189X,Mr.,Henry768,Torp761,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,302 Lueilwitz Lane,Bedford,Massachusetts,Middlesex County,01730,42.51326854099708,-71.26794878099012,2125510.6,124567.57000000005
adab680d-e431-3490-380b-97e7b695a087,1966-09-11,,999-35-6677,S99931476,X46666915X,Mr.,Walker122,Hessel84,,,M,white,nonhispanic,M,Milton  Massachusetts  US,1092 Ryan Passage Suite 13,Malden,Massachusetts,Middlesex County,02148,42.45115154777191,-71.01177503631273,1381865.35,7677.679999999999
